name,mode,use_fill16,r,g,b,w,lower_r,lower_g,lower_b,lower_w,upper_r,upper_g,upper_b,upper_w,r16,g16,b16,w16,bfi_r,bfi_g,bfi_b,bfi_w,repeat_index,solver_mode,ok,returncode,elapsed_s,timed_out,X,Y,Z,x,y,stdout,stderr
sparse_cyanteal_r0.00g0.40b1.00_4096_w0,fill16,1,0,6,16,0,0,0,0,0,0,0,0,0,0,1638,4096,0,0,0,0,0,0,1,True,0,2.2260258197784424,False,19.322706,22.661616,106.042589,0.130535,0.153091,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 19.322706 22.661616 106.042589, Yxy: 22.661616 0.130535 0.153091
",
sparse_cyanteal_r0.00g0.40b1.00_4096_w8,fill16,1,0,6,16,1,0,0,0,0,0,0,0,0,0,1638,4096,327,0,0,0,0,0,1,True,0,1.7341194152832031,False,27.037264,31.090218,113.531341,0.157506,0.181116,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 27.037264 31.090218 113.531341, Yxy: 31.090218 0.157506 0.181116
",
sparse_cyanteal_r0.00g0.40b1.00_4096_w18,fill16,1,0,6,16,3,0,0,0,0,0,0,0,0,0,1638,4096,737,0,0,0,0,0,1,True,0,1.617363691329956,False,36.038661,40.887651,121.460356,0.181659,0.206101,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 36.038661 40.887651 121.460356, Yxy: 40.887651 0.181659 0.206101
",
sparse_cyanteal_r0.00g0.40b1.00_4096_w30,fill16,1,0,6,16,5,0,0,0,0,0,0,0,0,0,1638,4096,1228,0,0,0,0,0,1,True,0,1.3414521217346191,False,47.072091,52.90294,132.476612,0.202503,0.227587,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 47.072091 52.902940 132.476612, Yxy: 52.902940 0.202503 0.227587
",
sparse_cyanteal_r0.00g0.40b1.00_4096_w45,fill16,1,0,6,16,7,0,0,0,0,0,0,0,0,0,1638,4096,1843,0,0,0,0,0,1,True,0,1.352823257446289,False,59.97834,67.198334,142.750016,0.222202,0.24895,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 59.978340 67.198334 142.750016, Yxy: 67.198334 0.222202 0.248950
",
sparse_cyanteal_r0.00g0.40b1.00_4096_w60,fill16,1,0,6,16,10,0,0,0,0,0,0,0,0,0,1638,4096,2457,0,0,0,0,0,1,True,0,1.348323106765747,False,73.721878,81.960145,155.990412,0.236536,0.262969,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 73.721878 81.960145 155.990412, Yxy: 81.960145 0.236536 0.262969
",
sparse_cyanteal_r0.00g0.55b1.00_4096_w0,fill16,1,0,9,16,0,0,0,0,0,0,0,0,0,0,2252,4096,0,0,0,0,0,0,1,True,0,1.893913984298706,False,20.294078,28.124227,106.406147,0.131078,0.181652,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 20.294078 28.124227 106.406147, Yxy: 28.124227 0.131078 0.181652
",
sparse_cyanteal_r0.00g0.55b1.00_4096_w8,fill16,1,0,9,16,1,0,0,0,0,0,0,0,0,0,2252,4096,327,0,0,0,0,0,1,True,0,1.7407174110412598,False,28.209317,36.275825,113.867403,0.158166,0.203394,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 28.209317 36.275825 113.867403, Yxy: 36.275825 0.158166 0.203394
",
sparse_cyanteal_r0.00g0.55b1.00_4096_w18,fill16,1,0,9,16,3,0,0,0,0,0,0,0,0,0,2252,4096,737,0,0,0,0,0,1,True,0,1.64444899559021,False,36.419427,46.173709,121.919537,0.178079,0.225774,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 36.419427 46.173709 121.919537, Yxy: 46.173709 0.178079 0.225774
",
sparse_cyanteal_r0.00g0.55b1.00_4096_w30,fill16,1,0,9,16,5,0,0,0,0,0,0,0,0,0,2252,4096,1228,0,0,0,0,0,1,True,0,1.352675199508667,False,48.136171,58.733138,133.464515,0.200289,0.244381,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 48.136171 58.733138 133.464515, Yxy: 58.733138 0.200289 0.244381
",
sparse_cyanteal_r0.00g0.55b1.00_4096_w45,fill16,1,0,9,16,7,0,0,0,0,0,0,0,0,0,2252,4096,1843,0,0,0,0,0,1,True,0,1.3494899272918701,False,62.038458,73.684907,145.005979,0.22099,0.262477,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 62.038458 73.684907 145.005979, Yxy: 73.684907 0.220990 0.262477
",
sparse_cyanteal_r0.00g0.55b1.00_4096_w60,fill16,1,0,9,16,10,0,0,0,0,0,0,0,0,0,2252,4096,2457,0,0,0,0,0,1,True,0,1.3527977466583252,False,74.331908,87.113868,156.333277,0.233911,0.274133,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 74.331908 87.113868 156.333277, Yxy: 87.113868 0.233911 0.274133
",
sparse_cyanteal_r0.00g0.70b1.00_4096_w0,fill16,1,0,11,16,0,0,0,0,0,0,0,0,0,0,2867,4096,0,0,0,0,0,0,1,True,0,1.7514979839324951,False,21.062317,33.432201,106.45193,0.130865,0.207723,"
Place instrument on spot to be measured,
and hit [A-Z] to read white and setup FWA compensation (keyed to letter)
[a-z] to read and make FWA compensated reading from keyed reference
'r' to set reference, 's' to save spectrum,
'f' to report cal. refresh rate, 'F' to measure refresh rate
'h' to toggle high res., 'k' to do a calibration
Hit ESC or Q to exit, any other key to take a reading: 
 Result is XYZ: 21.062317 33.432201 106.451930, Yxy: 33.432201 0.130865 0.207723
",
